Name,Rating,Review_Text,sentiment
Hotel The IVY Grand With Free Secured Parking,8.0,Everthing is Good.,positif
Hotel The IVY Grand With Free Secured Parking,8.0,The breakfast tastes homemade and fresh and has good flavor.,positif
Hotel The IVY Grand With Free Secured Parking,9.0,Excellent service.,positif
Hotel The IVY Grand With Free Secured Parking,8.0,Everything is clean (bathroom also) and the rooms are quiet.,positif
Hotel The IVY Grand With Free Secured Parking,9.0,Hotel is very good. Staffs are very good. Location is excellent.  But price is little more.,positif
Hotel The IVY Grand With Free Secured Parking,8.0,Overall Good.,positif
Hotel The IVY Grand With Free Secured Parking,8.0,"Everthing is Good, Near Railway Station.",positif
Townhouse 1251 The Royce By Dsr,1.0," · The hotel hasn't been operational for quite a time now and it is still listed and even taking bookings, when you arrive at the location, you will be denied.",netral
Hotel Aura,10.0,hygienic environment of hotel and polite behaviour of staff member.,netral
Hotel Aura,6.0,Yes,netral
Hotel Aura,9.0,Clean & interior,positif
Hotel Aura,8.0,Break fast was not included in my booking. They charged 250 extra for it.,positif
Hotel Aura,9.0,Room service & cleanliness,netral
Hotel Aura,6.0,Breakfast and wifi was good.,positif
Hotel Aura,9.0,Nice interior and location.,positif
Hotel Aura,6.0," · The kettle, blankets and the towel provided were stinking",netral
Hotel Aura,9.0,It was good,positif
Hotel Aura,6.0,"Room was ok but Bathroom shower not working, Staff does not respond when a customer order them for services.",positif
The Alpino Hotel,10.0,"friendly and helpful staff, good location, clean room",positif
The Alpino Hotel,8.0,Room service needs improvement,netral
The Alpino Hotel,6.0,"+ Close to the airport.
+ The personel gave us the keys earlier than they should (because we were too early due to our flight).",negatif
The Alpino Hotel,8.0,We stayed there for 2 days.. it was good stay with family. We were total 5 people and we loved stay there. Breakfast was good.. we celebrated our Princess birthday there and they did good decoration and helped to arrange cake in hotel.. overall it was good experience..,positif
The Alpino Hotel,8.0,"It's a beautiful boutique hotel. Clean rooms and washrooms, very well maintained property, and polite staff.
We were 3 people and had a smooth check-in, staff was prompt and supportive. Location is at a walking distance from the Metro station and food was also fresh. Also, they have lift and high speed wifi. A big thumbs up and highly recommended. ! 👍",positif
The Alpino Hotel,8.0,Luxury hotels in this area,netral
The Alpino Hotel,7.0,"The staff are super supportive. The location is ok, quite close to the airport.",positif
The Alpino Hotel,8.0,the staff was really good and outgoing in terms of my plans and helped me a lot by means of very early check out and great recommendations for my look outs in the city,positif
The Alpino Hotel,6.0,"1. People, their timely support, their willingness to make our stay great, have responded immediately to our call, our queries and minor discomforts. Right from the time of booking, getting a cab, room service and drop to airport were great.
Particularly Gulshan and Bipin were a great help, and on toes.
2. Very close to the International Airport - so you are sure u will never stuck at traffic.
3. Food that we ordered were fine, breakfast - just good enough for a short stay and for a long travel ahead.
4. It just met our short travel objective, we could rest well for a long travel ahead.",positif
The Alpino Hotel,6.0,"Friendly staff at the desk
Good location",positif
Hotel Trans International - Near Delhi Airport,10.0,Amazing property. Amazing view from the rooms. Amazing food. It was amazing. Quality & quantity of food was super.  …,positif
Hotel Trans International - Near Delhi Airport,8.0,Water bottle prices were over mrp 1l ₹20 bottle was sold at ₹45,netral
Hotel Trans International - Near Delhi Airport,8.0,Staff was extremely helpful. One staff person personally escorted me to find a worker by ATM machine.  Three previous ones did not dispense cash from my UK open account.,negatif
Hotel Trans International - Near Delhi Airport,6.0,Good location. Closer to airport,positif
Hotel Trans International - Near Delhi Airport,7.0,neat and clean,positif
Hotel Trans International - Near Delhi Airport,7.0,Nice room,positif
Hotel Trans International - Near Delhi Airport,8.0,The staffs were polite and the rooms were clean they gave us room upgrade,positif
Hotel Trans International - Near Delhi Airport,8.0,It's nice,positif
Hotel Trans International - Near Delhi Airport,7.0,it was clean although the kitchen was dirty,negatif
Hotel Trans International - Near Delhi Airport,6.0, · AC of our room was not working. We were shifted to another room at 4 am in the morning,netral
FabExpress Jaggi Palace Karol Bagh,10.0,"Staff is coperative,Basic but ok",positif
FabExpress Jaggi Palace Karol Bagh,8.0,Not have .,netral
FabExpress Jaggi Palace Karol Bagh,9.0,"Very couteous staff.Room , favclilities .gpof",positif
OYO Home Krishna Villa Near Lotus temple,1.0,The hotel is extremely dirty and poorly managed.The hotel seriously needs to evaluate options for improving general cleanliness. VERY VERY VERY BAD STAFF  cheated people,negatif
OYO Home Krishna Villa Near Lotus temple,1.0,Nothing,netral
OYO Home Krishna Villa Near Lotus temple,1.0,Nothing very rude staffs and management,negatif
FabHotel BMK Grand,10.0,the hotel very neat and clean. Staff are very friendly,positif
FabHotel BMK Grand,9.0,One of the best hotel to stay,positif
FabHotel BMK Grand,9.0,Good Stay with excellent food,positif
FabHotel BMK Grand,9.0,"Services are excellent,",positif
FabHotel BMK Grand,9.0,The location was nice,positif
FabHotel BMK Grand,9.0,is was a very comfortable stay,positif
FabHotel BMK Grand,9.0,Very good very good location. Very good staff,positif
FabHotel BMK Grand,9.0,It’s clean and the staff said is very polite and welcoming,positif
FabHotel BMK Grand,9.0,"The room is clean, cozy and comfortable",positif
FabHotel BMK Grand,9.0,"location is very good, the service is good, rooms were well",positif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,10.0,"Hotel location was nice
Good services
Very helpful staff",positif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,9.0,"Location is nice, friendly behaviour of staff",positif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,9.0,"Staff behaviour, cleanliness",netral
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,7.0, · Bathroom was too small 4ft by 2 ft...,negatif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,6.0,"Stuff behavior
Helpful",netral
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,7.0,#NAME?,netral
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,10.0,"Large rooms with neatness,near to New Delhi railway station",positif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,10.0,Everything about this stay is good. It would have been better if the management provides hot water for bathing except that everything is fine,positif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,10.0,Best stay,positif
Hotel Emporio Dx - New Delhi Railway Station - Paharganj,10.0,"Excellent rooms in the budget they provided, very good maintenance, friendly staff, everything is good about the stay. We stayed very comfortably",positif
Hotel Chalet At Saket Near PVR Cinema,10.0,The location was just perfect. Room was clean and comfortable. Nice affordable stay,positif
Hotel Chalet At Saket Near PVR Cinema,1.0,Only location is good but there are many others also,positif
Hotel Chalet At Saket Near PVR Cinema,1.0,"My experience was very very bad.. booking.com please put it out of your list or take serious action for this hotel.. as the staff is very unprofessional
I didn't like anything about my stay.. they also don't give the hotel in the price i booked in the site .. they charge extra money",negatif
Hotel Chalet At Saket Near PVR Cinema,2.0,Location only.,netral
Hotel Chalet At Saket Near PVR Cinema,10.0,Everything was great at this hotel.. amazing staff that is friendly and makes customers feel welcome.,positif
Hotel Chalet At Saket Near PVR Cinema,1.0,The location was good. The hotel was ok.,positif
Hotel Chalet At Saket Near PVR Cinema,1.0," · They denied entry to the hotel, claiming they don't have any rooms. This is extremely unacceptable.",negatif
Hotel Chalet At Saket Near PVR Cinema,10.0,"Great Staff , Nice Hospitality",positif
Hotel Chalet At Saket Near PVR Cinema,1.0,their is nothing to like about this hotel.,netral
Hotel Chalet At Saket Near PVR Cinema,10.0,Love the charm of this hotel. Does not give you the routine chain hotel vibe at all.,positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,10.0,"Very friendly staff and environment.
Food very tasty room neat and clean wifi is good",positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,8.0,"Room was clean and comfortable, BUT NO daily room service. Food was also good and the staff (specially Raqib)were polite and helpful.",positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,9.0,Staff was friendly and clean hotel. Worth every penny,positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,9.0,Great place to stay with friendly staff. Highly recommend!,positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,9.0,It was good stay at nitya maharani the staff very cooperative,positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,9.0,Everything was good,positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,9.0,Everything was okay.,positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,8.0,"Service is good 
Staff is nice",positif
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,8.0,"The position
The staff
The bed",netral
Hotel Nitya Maharani 'Guest Friendly Property ' New Delhi,7.0,"Location was good, we could take a shower before heading to the airport after the checkout - a blast!",positif
FabHotel F9 Pitampura,10.0,"I am travelling from Russia I had a good room with nice view 
comfortable room",positif
FabHotel F9 Pitampura,6.0, · TV channels as required by Guest,netral
FabHotel F9 Pitampura,6.0,Room was fine.,positif
FabHotel F9 Pitampura,8.0,Good budget option if you want to stay near pitam pura... Masoom in reception was very good... They did early chk in... Plenty of eating option near by.... Close to metro station...,positif
FabHotel F9 Pitampura,6.0," · I didn't like the food. 
I would have been happy if 24 hours check in was available.",positif
FabHotel F9 Pitampura,6.0,Ambience and room was very Good and cleaned..,positif
FabHotel F9 Pitampura,6.0,Good new hotel.,positif
FabHotel F9 Pitampura,8.0,NIce Stay,positif
FabHotel F9 Pitampura,1.0,There was nothing to like. Just waste of money.,negatif
FabHotel F9 Pitampura,10.0,Pls check tv,netral
Hotel Eternity,10.0,location fine room was also big…,positif
Hotel Eternity,3.0, · THE ROOM AC WAS NOISY AND WAS NOT CORRECTED EVEN COMPLAIN ABOUT. THE RECEPTION DID NOT PROVIDE THE BILL EVEN WHEN ASKED ABOUT THAT.,netral
Hotel Eternity,5.0, no comments available for this review,positif
Hotel Eternity,10.0, no comments available for this review,positif
Hotel D'Capitol - New Delhi Airport,10.0,Hotel located in mahipalpur area just 10 minutes drive from the airport. Hotel was good.,positif
Hotel D'Capitol - New Delhi Airport,7.0,"Location was close to airport. Room is big and clean, staffs responded and actioned immediately for any calls to the reception.",positif
Hotel D'Capitol - New Delhi Airport,8.0,"We arrived late because our flight to Delhi was cancelled, so we only stayed in the hotel for a couple of hours. The staff at the reception was courteous and took good care of us. It was very convenient to stop in this hotel even for a short time. The staff helped us find a taxi in the morning. The room was more than adequate and very affordable. I would choose the same hotel if I had to go back to Delhi.",positif
Hotel D'Capitol - New Delhi Airport,9.0,Good for one night stay.,positif
Hotel D'Capitol - New Delhi Airport,8.0,Value for money,netral
Hotel D'Capitol - New Delhi Airport,6.0, · Location,netral
Hotel D'Capitol - New Delhi Airport,8.0,Very good,positif
Hotel D'Capitol - New Delhi Airport,7.0,Good hotel with spacious rooms.,positif
Hotel D'Capitol - New Delhi Airport,8.0,friendly and helpful,positif
Hotel D'Capitol - New Delhi Airport,8.0,"Hotel located in mahipalpur, location was good just 10 minutes drive from the airport.",positif
Jaypee Vasant Continental,10.0,Excellent room size and configuration. Great location.,positif
Jaypee Vasant Continental,6.0, · The mattresses were very uncomfortable. The springs were probably worn out so the mattresses sagged. This needs immediate attention.,negatif
Jaypee Vasant Continental,8.0,"Cleaned, and peace . Comfy bed.",netral
Jaypee Vasant Continental,8.0,"Location was good
Facilities was good",positif
Jaypee Vasant Continental,8.0,Good location for our purposes and a good variety of vegetarian dishes for breakfast .,positif
Jaypee Vasant Continental,7.0,Friendly and accommodating staff. Nice swimming pool. Large rooms with nice bathrooms. Good location and food is up to the mark. Leed certified building. Good value.,positif
Jaypee Vasant Continental,7.0,Good,positif
Jaypee Vasant Continental,8.0,"Good location, very quiet. Had a good view from my room. Staff was incredibly courteous.",positif
Jaypee Vasant Continental,8.0,location,netral
Jaypee Vasant Continental,7.0,"I'd stay there again, Floor hallways are not carpeted - so all sounds and noises are amplfied by the hard floor, just sounded noisy, and thats on top of the constrcution. Guess I choose a noisy night. Otherwise, by international standards, not bad. Room was clean, comfy and spacious. Had a nice view. Food in the Cafe was better than the 1st floor main restaurant.",positif
3bhk Apartment near manipal hospital and Airport.,7.0, no comments available for this review,positif
"Hotel Delish Hospitality Near Laxmi Nagar "" Couple Friendly """,9.0,"Good staff behaviour
Good with modern amenities",positif
"Hotel Delish Hospitality Near Laxmi Nagar "" Couple Friendly """,8.0,Staff were so good,positif
"Hotel Delish Hospitality Near Laxmi Nagar "" Couple Friendly """,10.0,Welcome & assist,positif
"Hotel Delish Hospitality Near Laxmi Nagar "" Couple Friendly """,9.0, · Great stay,positif
"Hotel Delish Hospitality Near Laxmi Nagar "" Couple Friendly """,1.0, no comments available for this review,positif
"Hotel Delish Hospitality Near Laxmi Nagar "" Couple Friendly """,4.0, no comments available for this review,positif
Majestic Stay - East of Kailash,10.0,I was staying with my family for 13 days. All staff were humble and listen the service raised by me or my family members. Food was delicious and prepared as per my requirement as I am allergic to some food ingredients. Room cleaning and hygiene were awesome.,positif
Majestic Stay - East of Kailash,9.0,Roomy/ spacious - I could breathe in my room. I am finicky about room space and this hotel offers good space.,positif
Majestic Stay - East of Kailash,9.0,Stayed here for two nights. The stay was comfortable and the rooms neat and clean. The food was nice and service was very good,positif
Majestic Stay - East of Kailash,9.0,"I had an incredible stay at this hotel! From the moment I arrived, the staff greeted me with warm smiles and impeccable service. The room was spacious, clean, and beautifully decorated, providing a comfortable retreat after a long day of exploring the city.",positif
Majestic Stay - East of Kailash,10.0,"Overall, I had a great experience with the Hotel staff was incredibly helpful, and the amenities were great. The room was wonderful, clean, and perfect to celebrate a birthday weekend",positif
Majestic Stay - East of Kailash,9.0,· The best stay ever. The environment was pleasant and welcoming. Both check-in and check-out were professionally handled and easy.,positif
Majestic Stay - East of Kailash,10.0,The hotel is well managed and the staff is very professional and helpful. They have decent options as regards selecting a venue for holding an event is concerned,positif
Majestic Stay - East of Kailash,10.0,"Best Luxury hotel in east of kailash decent and polite staff
Clean and comfortable rooms best service also",positif
Majestic Stay - East of Kailash,9.0,Some continental breakfast options. Very friendly staff. Overall good experience for breakfast.,positif
Majestic Stay - East of Kailash,10.0,"I stay with friends. they provide very nice service 
And best rooftop restaurant everything was great",positif
FabHotel Heaven In,10.0,Nice hotel with nice location in South delhi,positif
FabHotel Heaven In,7.0,Staff was helpful.,netral
FabHotel Heaven In,8.0,Great rooms for a good price at a perfect location. would definitely stay again!,positif
FabHotel Heaven In,1.0,There is no hotel here. It's a ripoff,netral
FabHotel Heaven In,10.0,Good food good staff behavior hygiene of reception all is good.,positif
FabHotel Heaven In,2.0,"nothing ; absolutely nothing.., couldn’t’ spend even a few hrs in the room  so had to leave the room to roam around the city for the entire day..,",netral
FabHotel Heaven In,10.0,The hotel was fantastic. It exceeded my expectations,positif
FabHotel Heaven In,10.0,The hotel room are too good and clean,positif
FabHotel Heaven In,9.0,The hospitality was very good for stay and visit,positif
FabHotel Heaven In,9.0,"Nice experience in this hotel 
Specially room was very clean and comfortable
Good TV AC is working
Staff was very friendly",positif
FabExpress RG Stay,9.0,"I celebrated my son’s birthday, staff was very friendly and supportive best place in Hyderabad,rooms too very nice and your guests are very happy with hotel Management. Mr Abhishek and Vikas were very supportive with arrangements,looking forward for another visit .",positif
FabExpress RG Stay,10.0, no comments available for this review,positif
The Aster Karol Bagh,10.0,"I must say, it exceeded my expectations. From the moment I arrived, the staff was warm and welcoming, ensuring a seamless check-in process. The room was spacious, clean, and well-appointed with all the necessary amenities for a comfortable stay.",positif
The Aster Karol Bagh,8.0,There was no breakfast .area is not very clean,negatif
The Aster Karol Bagh,8.0,Staff at reception was professional and we'll behaved.Room service and cleanliness was good.Food was tasty.,positif
The Aster Karol Bagh,8.0,The staff was cordial. Room was neat and clean.Food was also very good.,positif
The Aster Karol Bagh,8.0,Room and sfaff,netral
The Aster Karol Bagh,8.0,Everything was fine,positif
The Aster Karol Bagh,8.0,Food nd very good staff,positif
The Aster Karol Bagh,6.0,"Great location, helpful staff, flexibility, close to metro",positif
The Aster Karol Bagh,8.0,Location was not convenient,netral
The Aster Karol Bagh,8.0,"We stayed for 4 nights, absolute value for money. Though we had expected the room to be slightly bigger, as shown in the images. But nevertheless, the stay was very comfortable, the staff was very helpful and very clean rooms and bathroom with good hot water facility.",positif
HOTEL AMBROSIA,5.0,Location and last minute  price,netral
HOTEL AMBROSIA,6.0,Need improvement,netral
HOTEL AMBROSIA,9.0,Cheap price with good service,positif
HOTEL AMBROSIA,1.0," · The staffs are not cooperative,  they are trying to get chance earn extra money, they asked extra money from me once i arrived, they didnt provide any toilrtries in the room, (but showing at the time of booking), even they didnt provide any complemantry water in the room.
Very bad experience",negatif
HOTEL AMBROSIA,5.0, no comments available for this review,positif
HOTEL AMBROSIA,5.0, no comments available for this review,positif
HOTEL AMBROSIA,8.0, no comments available for this review,positif
HOTEL AMBROSIA,1.0, no comments available for this review,positif
HOTEL AMBROSIA,8.0, no comments available for this review,positif
HOTEL AMBROSIA,1.0, no comments available for this review,positif
FabHotel Prime Sage,10.0,"Quiet Little Place in the middle of town. Easy access to Delhi, Airport, Sarojini Market, Saket Mall etc. 
place in good condition, water electricity was there un interrupted. There was little power outages but 5seconds boom the generator turned on, always good.",positif
FabHotel Prime Sage,8.0,"1. Room was nice and very comfortable 
2. Location is good( 1 km from Malviy Nagar Metro station)",positif
FabHotel Prime Sage,8.0,The location us very nice. The room is clean. The service is very good.,positif
FabHotel Prime Sage,5.0,Breakfast was poor,negatif
FabHotel Prime Sage,8.0,Location and rooms are nice,positif
FabHotel Prime Sage,8.0,"Food is teaty and good ,room service is also good",positif
FabHotel Prime Sage,8.0,no complaints very nice and comfortable stay,positif
FabHotel Prime Sage,8.0,"Friendly and helpful staff , Room size was good and clean room Hotel and bathroom, Nice Hotel for family",positif
FabHotel Prime Sage,8.0,The rooms were comfortable and pretty clean,positif
FabHotel Prime Sage,7.0,Location is very nice and staff was friendly,positif
SURYA RESIDENCY,8.0, no comments available for this review,positif
SURYA RESIDENCY,9.0, no comments available for this review,positif
Silver Shine New Delhi - COMFORT STAY,10.0,· It was very nice experience.,positif
Silver Shine New Delhi - COMFORT STAY,8.0,"Very good reception staff and Good Food, Its Near New Delhi Railway Station.",positif
Silver Shine New Delhi - COMFORT STAY,8.0,The staff was nice,positif
Silver Shine New Delhi - COMFORT STAY,7.0,"It is a place where you can rest properly.
A/c was good.",positif
Silver Shine New Delhi - COMFORT STAY,8.0,Very helpful staff!,positif
Silver Shine New Delhi - COMFORT STAY,8.0,"The hotel overall is not bad, it is a good budget hotel, very nice and helpful.",positif
Silver Shine New Delhi - COMFORT STAY,9.0,A very great stay with a comfortable staff in the front desk staff are taking very good care.,positif
Silver Shine New Delhi - COMFORT STAY,8.0,"Comfy mattress, clean, strong hot shower and good location.",positif
Silver Shine New Delhi - COMFORT STAY,8.0,Neat and Clean Room and Washroom.,positif
Silver Shine New Delhi - COMFORT STAY,9.0,The service and hospitality were good. The room was comfortable and clean.,positif
Pamposh Guest House GK II Market,10.0,"Very friendly and kind staff.
Would definitely visit and stay again.",positif
Pamposh Guest House GK II Market,9.0,"Extremly nice staff, highly responsible (you want breakfast at 7 am? At 7 am the staff knocks at your door.
Rooms quite large, contain everything necessary.
Very calm area. If you like to recover after a long day, there are parks around, coffee shops, etc.",positif
Pamposh Guest House GK II Market,8.0,Very happy with my stay at pamposh guest house :) lovely staff and excellent central location within GK2 market block. Nice park opposite the hotel and good variety of restaurants and shops nearby. Lots of banks and ATMs around also for foreigners needing to withdraw money. Would have booked another few nights there if I hadn’t already booked elsewhere. Indian breakfast was delicious also! Thank you pamposh!,positif
Pamposh Guest House GK II Market,8.0,"Location is excellent. Close to shops, cafés, restaurants etc. The staff of Pamposh is helpful and kind.",positif
Pamposh Guest House GK II Market,8.0,"Life savers for people with pets. Comfortable, clean, very helpful staff.",positif
Pamposh Guest House GK II Market,10.0,"great location,clean room,staff were very kind.",positif
Pamposh Guest House GK II Market,9.0,Peaceful clean and user friendly,positif
Pamposh Guest House GK II Market,10.0,"Pamposh Guest House is my favorite place to stay each time that I am in Delhi. Even if it is for only one night, it is worth the taxi ride from the airport. The neighborhood is very quiet and there are plenty of good restaurants around. The rooms are nice and clean. The staff is friendly and very helpfull. The manager is flexible. This hotel offers a very good value for a low price.",positif
Pamposh Guest House GK II Market,10.0,"awesome location, very clean and comfortable room & nice friendly staff",positif
Pamposh Guest House GK II Market,10.0,"Great place. Service helpful, but not invasive. Good location. They let me in the room way before the check-in time, which was very convenient. Rooms are nice and clean. Beautiful huge park in a walking distance.",positif
The Orion Plaza - Nehru Place,7.0,"Très proche du métro.
Bien insonorisé du bruyant boulevard.
Restauration 24/7.",netral
The Orion Plaza - Nehru Place,6.0,Comfy beds. Good sized room.,positif
The Orion Plaza - Nehru Place,8.0,"Room service  is good, the room was cleaned daily arranging the bed neat and clean",positif
The Orion Plaza - Nehru Place,7.0,Breakfast menu can be improved.,netral
The Orion Plaza - Nehru Place,7.0,Nice buffet breakfast.,positif
The Orion Plaza - Nehru Place,6.0," · you took approx 5000/- more for large superior twin room compared to Deluxe room. But there is no such superior room at hotel. So kindly refund the excess. I have complained at property and this your app three times. if I don’t get proper reply and refund by tomorrow, I will go to consumer court.",positif
The Orion Plaza - Nehru Place,6.0,"It was silent, even if the hotel is on a huge road. That was a really nice surprise!
They let me leave my baggage after my check out
There were complimentary water, tea, and coffee
They substituted straight away the dusty kettle when I asked to",positif
The Orion Plaza - Nehru Place,8.0,Ok,positif
The Orion Plaza - Nehru Place,6.0,The location was perfect,positif
The Orion Plaza - Nehru Place,8.0,"Check in was very swift and well managed Mr. sagar at the reception is very efficient, Room is spacious, food needs to be improved",positif
Bed and Chaï - Boutique stay & tours,8.0,"Hotel is very cute,comfortable,and clean,staff are kind,food also good：)",positif
Bed and Chaï - Boutique stay & tours,8.0,"Good position in a relatively quiet neighborhood, 
Friendly staff, perfect if you want to meet people.",positif
Bed and Chaï - Boutique stay & tours,7.0,Good,positif
Bed and Chaï - Boutique stay & tours,7.0,"Very good location, very friendly stuff",positif
Bed and Chaï - Boutique stay & tours,7.0,The location was relatively peaceful and safe. The staff were very welcoming and helpful. The AC was much appreciated.,positif
Bed and Chaï - Boutique stay & tours,7.0, · more attention to cleanliness,positif
Bed and Chaï - Boutique stay & tours,7.0,"Decent room, staff was helpful. The cook was also very good.",positif
Bed and Chaï - Boutique stay & tours,8.0,"very nice location. this was the first time for me to be in this area and I must say: it’s my favorite now. very safe and you can walk everywhere. parks. plenty of cafes and nice spots. 
the rooftop is also a huge plus. 
really loves the room interior as well. 
def gonna book again.",positif
Bed and Chaï - Boutique stay & tours,9.0,"The location was great ( in South Delhi close to metro, shopping malls, restaurants etc) overlooking nice parks with squirrels running around. The perfect way to enjoy a bit of relaxation away from the traffic and mayhem of busy Delhi.
Alfred & the rest of the staff were great, always happy to help and really knowledgeable about things to do and how to get around Delhi, and how to travel onwards from there. If things do go wrong they are efficient and professional and do their upmost to fix them promptly.
Overall we are very happy with our stay, it was good value for money. if you want more info, it will be coming soon to our YouTube channel:
Always Keep Moving 
You can see more there.",positif
Bed and Chaï - Boutique stay & tours,9.0,"Greater Kailash is a nice and safe suburb to live in. I felt very comfortable at Bed and Chai. The rooms and common areas are well furnished and decorated. The staff was very friendly. The food was prepared with love and fresh. However, the taste was not outstanding. 
If you are in Delhi (for a couple of days) and are looking for a relaxed place to stay, come here!",positif
Hotel Le-Mount Near IGI Airport Delhi,10.0,Good location breakfast is good,positif
Hotel Le-Mount Near IGI Airport Delhi,8.0,"Staff members are very co-operative, friendly and helpful. Rooms are as described while booking. Overall I enjoyed the stay.easy to catch a flight early in the morning",positif
Hotel Le-Mount Near IGI Airport Delhi,8.0,"Very good
 It was good food for the money we paid.Location is very good since it's closer to delhi airport.",positif
Hotel Le-Mount Near IGI Airport Delhi,9.0, · Staff of hotel and their services was very good .I enjoyed to much in this property.... Was room's was need and clean,positif
Hotel Le-Mount Near IGI Airport Delhi,9.0," · Super nice stay
  · Perfect stay near the airport, staff super friendly and helpful, always at disposition at all time for everything. Very nice quality/price. Unfortunately very short stay for us (few hours), cause the structure is really comfortable for a flight stop",positif
Hotel Le-Mount Near IGI Airport Delhi,9.0,The stay at citizen was good and we did not face any problems. Toilet and room were cleaned and quite spacious as well. Wi-Fi had good speed. The ac was a life saver in scorching Delhi heat. I recommend staying here.,positif
Hotel Le-Mount Near IGI Airport Delhi,9.0,The location is excellent if one need to stay close to the airport. The hotel is affordable and quiet. Good airport drop and pick up facility available.Hotel staff are friendly and helpful.,positif
Hotel Le-Mount Near IGI Airport Delhi,9.0," · Totally recommend this budget friendly place.
 
 Nice room. Very friendly and helpful staff. Very close to the airport. Great food at dinner and breakfast.",positif
Hotel Le-Mount Near IGI Airport Delhi,9.0,"Very good hotel in a great location. There are many food joints nearby as well as various stores, in a walking distance. The staff was very accommodating and helpful. Our room was newly renovated, it was clean and comfortable. We ordered butter chicken which was delicious, we highly recommend to try it.",positif
Hotel Le-Mount Near IGI Airport Delhi,9.0,It was nice stay and service was good .they helped me to get easy checkin.the way they asist.was awesome . everything was comfortable for especially a person who travelled for business job my company.location wise also good.thanks to all hotel team,positif
Deluxe Room In CR Park,9.0,Great place in CR Park to stay i came to pay visit my relative so i had a great time.,positif
Deluxe Room In CR Park,8.0,I had a wonderful experience every staff member I encountered from the valet to the check in to the cleaning staff were delightful and eager to help,positif
Deluxe Room In CR Park,2.0,Only the location is good,positif
Deluxe Room In CR Park,1.0,Not value for money,netral
Deluxe Room In CR Park,1.0,"Nothing to like , hotel is pathetic.",negatif
Deluxe Room In CR Park,9.0,The room I stayed in was nothing short of magnificent.,positif
Deluxe Room In CR Park,9.0,"From the moment I arrived,  the staff went above and beyond to ensure my comfort and satisfaction.",netral
Deluxe Room In CR Park,9.0,We got to hotel super early and I didn’t wanna wait so this was a big plus the service was exceptional as well would definitely send a friend there,positif
Deluxe Room In CR Park,1.0,"Booking ke baad bolte he,,hume nahi ptaa yahan aake book karna hogaa....",netral
Deluxe Room In CR Park,1.0,nothing,netral
Jaypee Siddharth,10.0,easy access to food and drinks. excellent service provider,positif
Jaypee Siddharth,6.0,Room service was not good,negatif
Jaypee Siddharth,5.0," · they don’t have smoking room and they don’t 1 large bed , they only had twin beds rooms although i selected a large bed while booking it",positif
Jaypee Siddharth,5.0,Location is good near to metro station.,positif
Jaypee Siddharth,5.0,"Location, cleanliness, staff.",netral
Jaypee Siddharth,5.0,The hotel is good. The metro station is nearby.,positif
Jaypee Siddharth,6.0,Location was good. Staff very friendly and helpful,positif
Jaypee Siddharth,6.0, · Corridors were under construction? Very untidy,positif
Jaypee Siddharth,7.0,"Good beds, breakfast area and pool",positif
Jaypee Siddharth,5.0,The reception staff may be more polite and courteous,positif
Hotel Mohan International homely atmosphere,10.0,good hotel in paharganj for family,positif
Hotel Mohan International homely atmosphere,6.0,nothing,netral
Hotel Mohan International homely atmosphere,6.0,near to railway station,positif
Hotel Mohan International homely atmosphere,7.0, · No heater. No water bottles as complimentary,positif
Hotel Mohan International homely atmosphere,8.0,Great . they allowed me to stay after 2 hrs checkout till 1 pm.That is really commendable,positif
Hotel Mohan International homely atmosphere,8.0,"Nice Property and Neat & Clean Hotel, Good Friendly Staff with 24 Hours Service",positif
Hotel Mohan International homely atmosphere,7.0,Location is good.,positif
Hotel Mohan International homely atmosphere,7.0,Staff and the room,netral
Hotel Mohan International homely atmosphere,10.0,"Value for money. Obviously there are other great hotels in fancy neighbourhoods of New Delhi which are better but if you do not want to spend much or you want a hotel in this particular locality then you should definitely consider this place. Great staff, good rooms, clean washroom, and awesome food.
I checked in at 3 in the morning was hungry and was happy to know the kitchen was open and I ordered a delicious chicken curry and then had a hot shower and was completely out of my jetlag, definitely one of the best hotels in this price range. Even booked a taxi from them for local sight seeing. The morning buffet was great, continental as well as Indian breakfast available and the place was relatively quiet considering it is near a railway station.",positif
